car_name,variant,transmission,km_driven,owner_type,fuel_type,registeration,price,region,fair_price,deviation_pct,cluster,cluster_name,manipulated,manipulation_prob,dev_bucket
2019 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,66714,1st Owner,Petrol,HR-70,730000,HR,747900.0,-0.023933680973392164,2,normal,0,0.0,fair
2020 Maruti S PRESSO,VXI,Manual,1,1st Owner,Petrol,HR-26,404000,HR,579900.0,-0.30332816002759094,1,underpriced,1,1.0,deep_under
2021 Maruti CIAZ,ZETA 1.5 SHVS VVT MT,Manual,54326,1st Owner,Petrol,UP-16,892000,UP,611800.0,0.4579928081072246,0,overpriced,1,1.0,deep_over
2018 Maruti Vitara Brezza,ZDI PLUS,Manual,64938,1st Owner,Diesel,DL-9C,814000,DL,768300.0,0.05948197318755694,2,normal,0,0.0,over
2022 Renault TRIBER,1.0 RXZ,Manual,11325,1st Owner,Petrol,DL-12,800000,DL,733200.0,0.09110747408619749,1,underpriced,0,0.0,over
2018 Hyundai Creta,SX AT 1.6 DIESEL,Automatic,57263,1st Owner,Diesel,UP-16,1130000,UP,1120900.0,0.008118476224462486,2,normal,0,0.0,fair
2015 Maruti Swift,VXI,Manual,12255,1st Owner,Petrol,DL-3C,482000,DL,535900.0,-0.100578466131741,1,underpriced,0,0.0,under
2017 Maruti Baleno,DELTA PETROL 1.2,Manual,43381,1st Owner,Petrol,DL-8C,566000,DL,562100.0,0.006938267212239815,1,underpriced,0,0.0,fair
2021 Mahindra Thar,LX HT PETROL 4WD MT,Manual,8170,1st Owner,Petrol,HR-51,1494000,HR,1128800.0,0.3235294117647059,0,overpriced,1,1.0,deep_over
2010 Maruti ALTO,LXI,Manual,48622,2nd Owner,Petrol,HR-26,153000,HR,458500.0,-0.6663031624863686,2,normal,1,1.0,deep_under
2015 Maruti SWIFT,VXI,Manual,79356,1st Owner,Petrol,UP-85,461000,UP,504170.0,-0.08562588015947002,2,normal,0,0.0,under
2019 Maruti VITARA BREZZA,ZDI PLUS,Manual,41612,1st Owner,Diesel,DL-12,815000,DL,892200.0,-0.08652768437570052,1,underpriced,0,0.0,under
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,42956,2nd Owner,Petrol,DL-9C,425000,DL,527000.0,-0.1935483870967742,1,underpriced,0,0.0,under
2019 Maruti Swift,LXI,Manual,49661,1st Owner,Petrol,DL-5C,553000,DL,495700.0,0.11559410934032681,2,normal,0,0.0,over
2018 Maruti Vitara Brezza,ZDI PLUS,Manual,91454,1st Owner,Diesel,DL-1C,783000,DL,781200.0,0.002304147465437788,2,normal,0,0.0,fair
2019 Maruti Swift,LXI,Manual,1994,2nd Owner,Petrol,HR-51,559000,HR,534000.0,0.04681647940074907,1,underpriced,0,0.0,fair
2018 HYUNDAI CRETA,1.6 CRDI SX PLUS AUTO,Automatic,80448,1st Owner,Diesel,HR-26,1238000,HR,1141000.0,0.08501314636283962,2,normal,0,0.0,over
2020 Maruti Celerio,VXI CNG,Manual,84583,1st Owner,CNG,DL-9C,519000,DL,500500.0,0.03696303696303696,2,normal,0,0.0,fair
2019 Maruti Vitara Brezza,ZDI AMT,Automatic,40155,1st Owner,Diesel,DL-9C,927000,DL,861200.0,0.07640501625638643,1,underpriced,0,0.0,over
2021 Honda Amaze,1.2L I-VTEC S,Manual,8183,1st Owner,Petrol,UP-16,737000,UP,824600.0,-0.10623332524860539,1,underpriced,0,0.0,under
2018 Maruti Dzire,ZDI PLUS AMT,Automatic,78332,1st Owner,Diesel,DL-1C,658000,DL,1141900.0,-0.4237674052018566,2,normal,1,1.0,deep_under
2014 Maruti Swift,VXI,Manual,11716,1st Owner,Petrol,UP-14,411000,UP,710100.0,-0.4212082805238699,1,underpriced,1,1.0,deep_under
2020 TATA ALTROZ,XZ PETROL,Manual,17780,1st Owner,Petrol,DL-9C,731000,DL,712600.0,0.02582093741229301,1,underpriced,0,0.0,fair
2022 Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,36429,1st Owner,CNG,HR-76,601000,HR,592400.0,0.01451721809588116,1,underpriced,0,0.0,fair
2017 HONDA JAZZ,1.2L I-VTEC V AT,Automatic,25163,1st Owner,Petrol,HR-26,654000,HR,1004800.0,-0.34912420382165604,1,underpriced,1,1.0,deep_under
2019 Honda Amaze,1.2 V CVT I VTEC,Automatic,40271,1st Owner,Petrol,HR-26,719000,HR,770600.0,-0.06696080975862964,1,underpriced,0,0.0,under
2019 Maruti Vitara Brezza,VDI,Manual,28244,1st Owner,Diesel,DL-3C,810000,DL,828300.0,-0.022093444404201378,1,underpriced,0,0.0,fair
2019 TATA NEXON,XMA PETROL,Automatic,21958,1st Owner,Petrol,DL-2C,840000,DL,940100.0,-0.10647803425167536,1,underpriced,0,0.0,under
2017 Maruti Wagon R 1.0,VXI+ AMT,Automatic,37432,2nd Owner,Petrol,DL-9C,438000,DL,581500.0,-0.2467755803955288,1,underpriced,0,0.0,deep_under
2018 Maruti VITARA BREZZA,ZDI PLUS AMT,Automatic,48600,1st Owner,Diesel,DL-6C,862000,DL,860400.0,0.0018596001859600185,2,normal,0,0.0,fair
2021 Honda WR-V,1.2 i-VTEC VX MT,Manual,15224,1st Owner,Petrol,UP-85,908000,UP,882300.0,0.02912841437152896,1,underpriced,0,0.0,fair
2021 Maruti Swift,ZXI PLUS AMT DUAL TONE,Automatic,11545,2nd Owner,Petrol,DL-12,858000,DL,613400.0,0.3987610042386697,0,overpriced,1,1.0,deep_over
2015 Maruti Alto K10,VXI OPT,,45540,1st Owner,Petrol,DL-2C,307000,DL,564700.0,-0.45634850363024615,1,underpriced,1,1.0,deep_under
2018 Maruti CIAZ,ALPHA 1.5 SHVS PETROL,Manual,15387,1st Owner,Petrol,DL-6C,915000,DL,639500.0,0.43080531665363564,0,overpriced,1,1.0,deep_over
2018 Maruti Vitara Brezza,ZDI,Manual,45655,1st Owner,Diesel,DL-8C,801000,DL,776500.0,0.031551835157759174,2,normal,0,0.0,fair
2018 Hyundai Eon,MAGNA PLUS OPTIONAL,,33233,1st Owner,Petrol,UP-21,365000,UP,741460.0,-0.5077279961157716,1,underpriced,1,1.0,deep_under
2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,55821,1st Owner,Petrol,UP-14,539000,UP,889660.0,-0.3941505743767282,2,normal,1,1.0,deep_under
2021 TATA TIAGO,XE 1.2 REVOTRON,Manual,19811,1st Owner,Petrol,HR-51,579000,HR,579800.0,-0.0013797861331493618,1,underpriced,0,0.0,fair
2015 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,63706,1st Owner,Petrol,DL-8C,382000,DL,453700.0,-0.15803394313422967,2,normal,0,0.0,under
2019 MAHINDRA XUV 3OO,W6 1.5 DIESEL,Manual,31287,1st Owner,Diesel,HR-51,874000,HR,1022425.0,-0.14516957234026945,1,underpriced,0,0.0,under
2016 Maruti Swift,LXI (O),Manual,49414,2nd Owner,Petrol,DL-1C,430000,DL,562500.0,-0.23555555555555555,2,normal,0,0.0,deep_under
2021 Tata NEXON,XZ+ OPT PETROL,Manual,12392,1st Owner,Petrol,HR-98,1046650,HR,808065.0,0.29525471342033127,0,overpriced,0,0.0,deep_over
2021 Mahindra Thar,LX D 4*4 MT HT,Manual,11271,1st Owner,Diesel,HR-26,1623000,HR,1395395.0,0.16311152039386698,1,underpriced,0,0.0,over
2021 Maruti Celerio,ZXI PLUS AGS,Automatic,1473,1st Owner,Petrol,DL-12,669000,DL,1061800.0,-0.36993784140139385,1,underpriced,1,1.0,deep_under
2020 Maruti BALENO,ALPHA PETROL 1.2,Manual,10393,1st Owner,Petrol,DL-9C,777000,DL,730200.0,0.06409202958093672,1,underpriced,0,0.0,over
2014 Maruti SWIFT,VXI,Manual,84447,1st Owner,Petrol,DL-8C,412000,DL,417400.0,-0.012937230474365118,2,normal,0,0.0,fair
2019 Maruti Dzire,VXI,Manual,44546,1st Owner,Petrol,DL-5C,683000,DL,462900.0,0.4754806653704904,0,overpriced,1,1.0,deep_over
2017 Honda City,V MT PETROL,Manual,39749,1st Owner,Petrol,HR-26,753000,HR,761000.0,-0.010512483574244415,1,underpriced,0,0.0,fair
2019 Maruti Vitara Brezza,VDI,Manual,58894,1st Owner,Diesel,DL-3C,777000,DL,821800.0,-0.054514480408858604,2,normal,0,0.0,under
2022 HYUNDAI XCENT PRIME,	T+ CNG,Manual,13444,1st Owner,CNG,DL-11,704000,DL,681100.0,0.0336220819262957,1,underpriced,0,0.0,fair
2020 HONDA CITY,VX MT PETROL,Manual,7802,1st Owner,Petrol,HR-26,1152000,HR,1076800.0,0.06983655274888559,1,underpriced,0,0.0,over
2020 Maruti Baleno,ZETA PETROL 1.2,Manual,22982,2nd Owner,Petrol,DL-5C,686000,DL,668000.0,0.02694610778443114,1,underpriced,0,0.0,fair
2011 Maruti WAGON R 1.0,VXI,Manual,78930,1st Owner,Petrol,DL-8C,223000,DL,398100.0,-0.43983923637277067,2,normal,1,1.0,deep_under
2012 HONDA CITY,S MT PETROL,Manual,45073,1st Owner,Petrol,HR-26,427000,HR,782100.0,-0.4540340109960363,1,underpriced,1,1.0,deep_under
2018 Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,57643,1st Owner,Diesel,DL-12,857000,DL,865700.0,-0.010049670786646644,2,normal,0,0.0,fair
2019 Maruti Swift,LXI,Manual,21693,1st Owner,Petrol,DL-2C,560000,DL,464500.0,0.20559741657696448,1,underpriced,0,0.0,deep_over
2018 Maruti IGNIS,ALPHA 1.2 AMT,Automatic,52777,1st Owner,Petrol,UP-16,603000,UP,889660.0,-0.3222129802396421,2,normal,1,1.0,deep_under
2012 Maruti Swift,VXI,Manual,8658,1st Owner,Petrol,DL-6C,345000,DL,535900.0,-0.3562231759656652,1,underpriced,1,1.0,deep_under
2022 Maruti Dzire,ZXI CNG,Manual,6505,1st Owner,CNG,HR-29,946000,HR,651800.0,0.451365449524394,0,overpriced,1,1.0,deep_over
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,23735,1st Owner,Petrol,HR-35,626000,HR,683100.0,-0.08358951837212707,1,underpriced,0,0.0,under
2019 Hyundai Elite i20,1.2 SPORTS PLUS VTVT,Manual,28450,1st Owner,Petrol,UP-70,724000,UP,565700.0,0.2798302987449178,0,overpriced,0,0.0,deep_over
2015 Maruti Celerio,ZXI,Manual,49939,2nd Owner,Petrol,HR-26,379000,HR,466000.0,-0.18669527896995708,2,normal,0,0.0,under
2020 Maruti Baleno,DELTA PETROL 1.2,Manual,31853,1st Owner,Petrol,HR-12,669000,HR,663900.0,0.0076818798011748755,1,underpriced,0,0.0,fair
2020 Maruti New Wagon-R,LXI CNG,Manual,23705,1st Owner,CNG,DL-2C,592000,DL,546800.0,0.08266276517922458,1,underpriced,0,0.0,over
2019 Maruti Vitara Brezza,ZDI,Manual,48230,1st Owner,Diesel,DL-9C,797000,DL,805900.0,-0.011043553790792903,2,normal,0,0.0,fair
2019 Maruti Swift,LXI,Manual,25394,1st Owner,Petrol,DL-2C,570000,DL,515500.0,0.10572259941804074,1,underpriced,0,0.0,over
2018 RENAULT DUSTER,RXZ DIESEL 110,Manual,83253,1st Owner,Diesel,UP-14,740000,UP,743270.0,-0.004399477982428996,2,normal,0,0.0,fair
2021 Maruti Vitara Brezza,ZXI,Manual,27073,1st Owner,Petrol,UP-78,938000,UP,664400.0,0.41180012040939196,0,overpriced,1,1.0,deep_over
2022 Renault TRIBER,RXZ MT DUAL TONE,Manual,6844,1st Owner,Petrol,HR-13,841000,HR,1076800.0,-0.21898216939078752,1,underpriced,0,0.0,deep_under
2019 Maruti VITARA BREZZA,ZDI AMT,Automatic,26727,1st Owner,Diesel,UP-32,927000,UP,1156400.0,-0.19837426496022137,1,underpriced,0,0.0,under
2021 Maruti Baleno,ZETA PETROL 1.2,Manual,3723,1st Owner,Petrol,HR-26,756000,HR,708900.0,0.0664409648751587,1,underpriced,0,0.0,over
2019 Maruti Vitara Brezza,ZDI AMT,Automatic,56107,1st Owner,Diesel,HR-26,806000,HR,1028500.0,-0.21633446767136608,2,normal,0,0.0,deep_under
2021 Renault Kiger,RXZ 1.0 Easy R Petrol,Automatic,8383,1st Owner,Petrol,DL-3C,850000,DL,1034100.0,-0.17802920413886472,1,underpriced,0,0.0,under
2019 Maruti Vitara Brezza,ZDI,Manual,23595,2nd Owner,Diesel,UP-15,862000,UP,802000.0,0.07481296758104738,1,underpriced,0,0.0,over
2014 Hyundai i20,SPORTZ 1.2 VTVT,Manual,65518,1st Owner,Petrol,UP-14,442000,UP,570200.0,-0.22483339179235357,2,normal,0,0.0,deep_under
2011 Maruti Alto K10,VXI,Manual,39093,1st Owner,Petrol,DL-12,186000,DL,432400.0,-0.5698427382053654,1,underpriced,1,1.0,deep_under
2021 Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,11646,1st Owner,CNG,DL-14,608000,DL,644500.0,-0.05663304887509697,1,underpriced,0,0.0,under
2015 Maruti Swift,VXI,Manual,55674,1st Owner,Petrol,DL-9C,438000,DL,454400.0,-0.03609154929577465,2,normal,0,0.0,fair
2021 Renault Duster,RXZ CVT 1.3 TURBO,Automatic,10831,1st Owner,Petrol,DL-7C,1370000,DL,1022100.0,0.34037765384991686,0,overpriced,1,1.0,deep_over
2020 Maruti Vitara Brezza,VXI,Manual,53238,1st Owner,Petrol,UP-16,818000,UP,550700.0,0.48538224078445613,0,overpriced,1,1.0,deep_over
2022 Honda Amaze,1.2L I-VTEC VX CVT,Automatic,12379,1st Owner,Petrol,UP-14,1011000,UP,1052100.0,-0.039064727687482176,1,underpriced,0,0.0,fair
2019 Maruti Swift,LXI,Manual,16820,1st Owner,Petrol,DL-5C,566000,DL,524500.0,0.07912297426120114,1,underpriced,0,0.0,over
2018 DATSUN REDI GO,1.0 S AT,Automatic,72230,2nd Owner,Petrol,HR-06,330000,HR,702500.0,-0.5302491103202847,2,normal,1,1.0,deep_under
2018 Maruti Ciaz,ALPHA 1.4 VVT AMT,Automatic,60653,1st Owner,Petrol,DL-8C,878000,DL,634000.0,0.38485804416403785,0,overpriced,1,1.0,deep_over
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,48397,2nd Owner,Petrol,DL-8C,607000,DL,583100.0,0.040987823700908935,2,normal,0,0.0,fair
2020 HONDA CITY,1.5L I-VTEC VX CVT,Automatic,32005,1st Owner,Petrol,DL-7C,1173000,DL,804260.0,0.4584835749633203,0,overpriced,1,1.0,deep_over
2021 TATA TIGOR,XZ PLUS 1.2 REVOTRON,Manual,7268,1st Owner,Petrol,UP-14,770000,UP,824600.0,-0.06621392190152801,1,underpriced,0,0.0,under
2017 Maruti BALENO,DELTA PETROL 1.2,Manual,32550,2nd Owner,Petrol,DL-10,552000,DL,541300.0,0.01976722704600037,1,underpriced,0,0.0,fair
2020 Honda City,VX MT PETROL,Manual,16320,1st Owner,Petrol,DL-9C,1092000,DL,662100.0,0.6492976891708201,0,overpriced,1,1.0,deep_over
2021 KIA SONET,GTX PLUS 1.5D  AT,Automatic,39565,1st Owner,Diesel,UP-16,1329000,UP,1218000.0,0.09113300492610837,1,underpriced,0,0.0,over
2019 HONDA CITY,1.5L I-VTEC ZX CVT,Automatic,36609,1st Owner,Petrol,HR-26,1125000,HR,958200.0,0.17407639323731997,0,overpriced,0,0.0,over
2022 Tata Harrier,XZA PLUS,Automatic,7788,1st Owner,Diesel,HR-51,2096000,HR,1436470.0,0.45913245664719765,0,overpriced,1,1.0,deep_over
2021 Maruti Baleno,ZETA PETROL 1.2,Manual,10401,1st Owner,Petrol,HR-29,764000,HR,715300.0,0.06808332168320984,1,underpriced,0,0.0,over
2020 Maruti IGNIS,ALPHA 1.2 AMT,Automatic,10723,2nd Owner,Petrol,DL-8C,689000,DL,613400.0,0.12324747310074992,1,underpriced,0,0.0,over
2021 Maruti BALENO,DELTA PETROL 1.2,Manual,16017,1st Owner,Petrol,UP-14,687000,UP,699900.0,-0.018431204457779682,1,underpriced,0,0.0,fair
2017 Ford Ecosport,TREND 1.5L PETROL,Manual,58538,1st Owner,Petrol,UP-32,604000,UP,606400.0,-0.00395778364116095,2,normal,0,0.0,fair
2018 Honda WR-V,1.2 i-VTEC VX MT,Manual,12724,2nd Owner,Petrol,HR-26,803000,HR,578400.0,0.38831258644536654,0,overpriced,1,1.0,deep_over
2019 HYUNDAI VENUE,SX 1.0 TURBO,Manual,40530,1st Owner,Petrol,DL-10,980000,DL,588220.0,0.6660433171262453,0,overpriced,1,1.0,deep_over
2020 Maruti ALTO,VXI,Manual,18344,1st Owner,Petrol,HR-49,347000,HR,562000.0,-0.38256227758007116,1,underpriced,1,1.0,deep_under
2019 Honda Jazz,1.2 VX AT,Automatic,8652,2nd Owner,Petrol,HR-26,769000,HR,755800.0,0.01746493781423657,1,underpriced,0,0.0,fair
2017 Hyundai Grand i10,Magna 1.2 AT  VTVT,Automatic,42133,1st Owner,Petrol,DL-4C,527000,DL,672300.0,-0.2161237542763647,1,underpriced,0,0.0,deep_under
2021 Honda City,1.5L I-VTEC ZX CVT,Automatic,9438,1st Owner,Petrol,HR-51,1531000,HR,1164320.0,0.31493060327057854,0,overpriced,1,1.0,deep_over
2018 Maruti Vitara Brezza,VDI,Manual,28565,1st Owner,Diesel,HR-51,747000,HR,945700.0,-0.21010891403193402,1,underpriced,0,0.0,deep_under
2019 Maruti Vitara Brezza,ZDI,Manual,48414,1st Owner,Diesel,UP-14,843000,UP,811300.0,0.039073092567484285,2,normal,0,0.0,fair
2018 Maruti Vitara Brezza,ZDI,Manual,91240,1st Owner,Diesel,UP-16,746000,UP,745000.0,0.0013422818791946308,2,normal,0,0.0,fair
2019 Renault Kwid,RXL,Manual,9258,2nd Owner,Petrol,DL-3C,351000,DL,490300.0,-0.2841117683051193,1,underpriced,0,0.0,deep_under
2018 Maruti Swift,VXI AMT,Automatic,29043,2nd Owner,Petrol,HR-26,581000,HR,619400.0,-0.061995479496286726,1,underpriced,0,0.0,under
2018 FORD ECOSPORT,AMBIENTE 1.5L DIESEL,Manual,24931,1st Owner,Diesel,DL-7C,708000,DL,967000.0,-0.2678386763185109,1,underpriced,0,0.0,deep_under
2019 Hyundai NEW SANTRO,SPORTZ MT,Manual,60207,1st Owner,Petrol,UP-14,451000,UP,585500.0,-0.22971818958155424,2,normal,0,0.0,deep_under
2020 HYUNDAI AURA,S 1.2 CNG,Manual,28942,2nd Owner,CNG,UP-14,748000,UP,733000.0,0.020463847203274217,1,underpriced,0,0.0,fair
2019 Maruti Vitara Brezza,VDI,Manual,29480,1st Owner,Diesel,DL-1C,809000,DL,895000.0,-0.09608938547486033,1,underpriced,0,0.0,under
2019 Renault Kwid,1.0 RXT Opt,Manual,25977,1st Owner,Petrol,HR-26,387000,HR,413500.0,-0.06408706166868199,1,underpriced,0,0.0,under
2022 Renault Kwid,CLIMBER 1.0 AT,Automatic,8786,1st Owner,Petrol,DL-12,601000,DL,930000.0,-0.35376344086021505,1,underpriced,1,1.0,deep_under
2021 Maruti Dzire,ZXI Plus AMT,Automatic,20250,2nd Owner,Petrol,HR-26,796000,HR,665000.0,0.19699248120300752,1,underpriced,0,0.0,over
2019 Renault Duster,RXS 106 PS MT,Manual,47944,1st Owner,Petrol,DL-7C,855000,DL,516800.0,0.6544117647058824,0,overpriced,1,1.0,deep_over
2019 Tata NEXON,XZA PLUS PETROL,Automatic,28345,1st Owner,CNG,UP-14,1005000,UP,938200.0,0.07120017053933063,1,underpriced,0,0.0,over
2021 Mahindra Thar,LX  4WD AT CONVERTIBLE,Automatic,17524,1st Owner,Petrol,UP-11,1467000,UP,1288600.0,0.13844482383982618,1,underpriced,0,0.0,over
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,57155,2nd Owner,Petrol,DL-1C,511000,DL,539900.0,-0.05352843119096129,2,normal,0,0.0,under
2016 Maruti Celerio,ZXI AMT,Automatic,45936,1st Owner,Petrol,DL-14,429000,DL,584900.0,-0.26654128910924946,1,underpriced,0,0.0,deep_under
2021 TATA TIGOR,XMA PETROL,Automatic,9759,1st Owner,Petrol,DL-11,709000,DL,950800.0,-0.25431215818258307,1,underpriced,0,0.0,deep_under
2018 Maruti Vitara Brezza,ZDI + AMT,Automatic,98394,1st Owner,Diesel,HR-26,816000,HR,875500.0,-0.06796116504854369,2,normal,0,0.0,under
2019 Maruti VITARA BREZZA,VDI,Manual,68282,2nd Owner,Diesel,HR-26,679000,HR,813100.0,-0.1649243635469192,2,normal,0,0.0,under
2021 HYUNDAI AURA,S 1.2 CNG,Manual,38891,1st Owner,CNG,DL-9C,777000,DL,587100.0,0.32345426673479816,0,overpriced,1,1.0,deep_over
2021 RENAULT KWID,RXT 1.0 AMT (O),Automatic,28118,1st Owner,Petrol,UP-14,493000,UP,1019760.0,-0.516552914411234,1,underpriced,1,1.0,deep_under
2019 Maruti Vitara Brezza,VDI,Manual,71386,1st Owner,Diesel,HR-26,758000,HR,772600.0,-0.018897230132021745,2,normal,0,0.0,fair
2020 Maruti S PRESSO,VXI,Manual,7570,2nd Owner,Petrol,DL-8C,410000,DL,484300.0,-0.15341730332438572,1,underpriced,0,0.0,under
2016 HYUNDAI ELITE I20,ASTA 1.2,Manual,47284,1st Owner,Petrol,UP-14,585000,UP,568200.0,0.029567053854276663,2,normal,0,0.0,fair
2017 Maruti IGNIS,ZETA 1.2 AMT DUAL TONE,Automatic,29406,2nd Owner,Petrol,HR-10,537000,HR,651400.0,-0.17562173779551735,1,underpriced,0,0.0,under
2013 Honda Brio,1.2 S MT I VTEC,Manual,97470,1st Owner,Petrol,DL-3C,298000,DL,451400.0,-0.33983163491360213,2,normal,1,1.0,deep_under
2015 Hyundai Creta,1.6 S,Manual,62690,2nd Owner,Petrol,DL-1C,778000,DL,572000.0,0.36013986013986016,0,overpriced,1,1.0,deep_over
2021 Tata Harrier,XZ PLUS 2.0L DARK EDITION,Manual,45425,1st Owner,Diesel,DL-11,1816000,DL,893300.0,1.0329116758087988,0,overpriced,1,1.0,deep_over
2015 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,69180,1st Owner,Petrol,DL-3C,476000,DL,546500.0,-0.12900274473924978,2,normal,0,0.0,under
2018 Maruti Vitara Brezza,ZDI,Manual,40605,1st Owner,Diesel,DL-3C,779000,DL,776500.0,0.003219575016097875,1,underpriced,0,0.0,fair
2022 Renault Kwid,CLIMBER 1.0 AT,Automatic,15801,1st Owner,Petrol,DL-12,617000,DL,878300.0,-0.29750654673801663,1,underpriced,0,0.0,deep_under
2021 Maruti SWIFT,LXI,Manual,14803,1st Owner,Petrol,DL-8C,589000,DL,527000.0,0.11764705882352941,1,underpriced,0,0.0,over
2020 Maruti BALENO,ZETA CVT PETROL 1.2,Automatic,39076,1st Owner,Petrol,HR-26,786000,HR,716000.0,0.09776536312849161,1,underpriced,0,0.0,over
2019 Renault Kwid,RXT 1.0 EASY-R AT OPTION,Automatic,18781,2nd Owner,Petrol,DL-3C,418000,DL,601800.0,-0.30541708208707213,1,underpriced,1,1.0,deep_under
2020 KIA SELTOS,GTX+ 1.4 MT,Manual,6003,1st Owner,Petrol,HR-26,1620000,HR,1024200.0,0.5817223198594025,0,overpriced,1,1.0,deep_over
2017 HONDA WR-V,1.2L I-VTEC S MT,Manual,64889,1st Owner,Petrol,UP-32,642000,UP,570200.0,0.12592072956857242,2,normal,0,0.0,over
2016 HYUNDAI I20 ACTIVE,1.2 S,Manual,72488,1st Owner,Petrol,UP-80,563000,UP,554000.0,0.016245487364620937,2,normal,0,0.0,fair
2019 Maruti Baleno,DELTA PETROL 1.2,Manual,29414,2nd Owner,Petrol,HR-87,584000,HR,596300.0,-0.020627201073285258,1,underpriced,0,0.0,fair
2019 Maruti SWIFT,VXI AMT,Automatic,36682,1st Owner,CNG,UP-32,721000,UP,886460.0,-0.18665252803284976,1,underpriced,0,0.0,under
2018 Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,50481,1st Owner,Diesel,HR-26,861000,HR,1027200.0,-0.16179906542056074,2,normal,0,0.0,under
2018 Maruti Vitara Brezza,VDI OPT,Manual,43109,1st Owner,Diesel,DL-3C,749000,DL,894200.0,-0.16237978080966226,1,underpriced,0,0.0,under
2019 Maruti DZIRE,VXI,Manual,26925,1st Owner,Petrol,DL-3C,654000,DL,466700.0,0.4013284765373902,0,overpriced,1,1.0,deep_over
2018 Maruti ALTO 800,LXI,Manual,20754,1st Owner,Petrol,DL-1C,309000,DL,397400.0,-0.22244589833920483,1,underpriced,0,0.0,deep_under
2020 Maruti New Wagon-R,LXI CNG 1.0 L,Manual,63997,1st Owner,CNG,DL-2C,558000,DL,546600.0,0.020856201975850714,2,normal,0,0.0,fair
2018 Maruti Vitara Brezza,ZDI + AMT,Automatic,34843,1st Owner,Diesel,DL-2C,949000,DL,841900.0,0.12721225798788455,1,underpriced,0,0.0,over
2022 TOYOTA URBAN CRUISER,HIGH GRADE MT,Manual,8216,1st Owner,Petrol,HR-98,1019000,HR,991200.0,0.02804681194511703,1,underpriced,0,0.0,fair
2022 Tata TIAGO NRG,XZ MT,Manual,18867,1st Owner,Petrol,DL-9C,694000,DL,639300.0,0.08556233380259659,1,underpriced,0,0.0,over
2018 Honda Amaze,1.2 V MT I-VTEC,Manual,43985,1st Owner,Petrol,DL-1C,616000,DL,588200.0,0.04726283577014621,1,underpriced,0,0.0,fair
2018 Maruti Wagon R 1.0,VXI AMT,Automatic,28076,2nd Owner,Petrol,HR-51,463000,HR,619400.0,-0.2525024216984178,1,underpriced,0,0.0,deep_under
2018 Maruti ALTO 800,LXI,Manual,25872,1st Owner,Petrol,UP-16,330000,UP,338700.0,-0.025686448184233834,1,underpriced,0,0.0,fair
2017 Honda City,1.5L I-VTEC V MT,Manual,83926,1st Owner,Petrol,UP-14,716700,UP,599870.0,0.19475886442062446,2,normal,0,0.0,over
2012 Maruti SWIFT DZIRE,VXI,Manual,83261,1st Owner,Petrol,DL-12,337000,DL,398100.0,-0.15347902537050992,2,normal,0,0.0,under
2020 HYUNDAI AURA,SX PLUS 1.2 AMT,Automatic,41027,1st Owner,Petrol,HR-36,816000,HR,770600.0,0.05891513106670127,1,underpriced,0,0.0,over
2019 Maruti Vitara Brezza,ZDI AMT,Automatic,31785,1st Owner,Diesel,DL-8C,886000,DL,869000.0,0.019562715765247412,1,underpriced,0,0.0,fair
2021 Renault Kiger,RXZ 1.0 TURBO MT,Manual,17632,1st Owner,Petrol,UP-62,906000,UP,781700.0,0.15901240885250095,1,underpriced,0,0.0,over
2019 Maruti Baleno,ZETA PETROL 1.2,Manual,19124,1st Owner,Petrol,HR-26,721000,HR,707800.0,0.01864933597061317,1,underpriced,0,0.0,fair
2016 Maruti Baleno,DELTA PETROL 1.2,Manual,67985,1st Owner,Petrol,HR-29,520000,HR,549600.0,-0.053857350800582245,2,normal,0,0.0,under
2021 Hyundai NEW I20,ASTA (O) 1.2 MT,Manual,13811,1st Owner,Petrol,HR-26,918000,HR,798765.0,0.14927419203395242,1,underpriced,0,0.0,over
2017 Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,40993,1st Owner,Petrol,DL-8C,522000,DL,628000.0,-0.16878980891719744,1,underpriced,0,0.0,under
2016 Maruti Alto 800,LXI,Manual,31810,1st Owner,Petrol,UP-14,269000,UP,340500.0,-0.20998531571218795,1,underpriced,0,0.0,deep_under
2018 Datsun Redi Go,T (O),Manual,33936,1st Owner,Petrol,HR-30,293000,HR,565900.0,-0.4822406785651175,1,underpriced,1,1.0,deep_under
2018 Hyundai NEW SANTRO,MAGNA AMT,Automatic,7595,1st Owner,Petrol,DL-12,541000,DL,1096000.0,-0.5063868613138686,1,underpriced,1,1.0,deep_under
